2 1:0 2:0 3:-60
2 1:0 2:-80 3:-46.38095238
2 1:0 2:0 3:-58
2 1:0 2:0 3:-59.4
1 1:-68.46153846 2:-50.72727273 3:-77.28
2 1:0 2:0 3:-82
3 1:-54.33333333 2:-64.125 3:-83
3 1:-59.33333333 2:-61.33333333 3:0
2 1:0 2:-74 3:0
1 1:-72 2:-44.69565217 3:-76
2 1:-82.66666667 2:-78 3:-61.00819672
