1 1:-67.36443149 2:-38.05298013 3:-77.44385027
1 1:-67 2:-50.5 3:-85.72631579
3 1:0 2:-58.5 3:0
3 1:-53.5 2:-61.2 3:-85
3 1:-56.69565217 2:-60.28571429 3:0
2 1:0 2:-77.33333333 3:-55.15981735
3 1:-55.13450292 2:-58.625 3:0
3 1:-59.5 2:-70.5 3:0
1 1:-66.06 2:-57.04651163 3:-80.55128205
2 1:0 2:-74 3:-72
3 1:-53 2:-58 3:-72
2 1:-86 2:0 3:0
1 1:-66.57608696 2:-44.74418605 3:-77.44444444
2 1:-84 2:-81 3:-48
1 1:-68.61111111 2:-51.03571429 3:-78.61538462
3 1:-62 2:-72.92537313 3:0
3 1:-57.09 2:-63.88039867 3:-81.47843137
1 1:-72.8 2:-54.96428571 3:-80.48484848
3 1:0 2:-63.33333333 3:-84.28571429
1 1:-69.17647059 2:-51.80952381 3:-75.96363636
2 1:0 2:0 3:-59.21546961
1 1:-71.09259259 2:-30.42553191 3:-81.98076923
3 1:-51.03125 2:-58.80851064 3:0
1 1:-67.2 2:-56.77419355 3:-87
3 1:-55.33333333 2:-63.16666667 3:0
2 1:0 2:-80 3:-57.25825243
3 1:-54.30769231 2:0 3:-78
3 1:0 2:-70 3:0
3 1:-55.775 2:-66.63592233 3:-83.86153846
3 1:-60.66666667 2:-77 3:0
1 1:-70 2:-52 3:-79.5
1 1:-68.20143885 2:-50.77272727 3:-74.24
3 1:-58.66666667 2:-67.25 3:0
3 1:-46 2:0 3:0
1 1:-84.675 2:-54.09777778 3:-84
3 1:-64.66666667 2:0 3:0
2 1:0 2:-82 3:0
2 1:-84 2:-73.33333333 3:-53.57902511
3 1:-58 2:0 3:-84
3 1:-58 2:-74 3:0
1 1:-72 2:-50.90909091 3:-76
4 1:-81.76712329 2:-71.18996416 3:-73.74683544
3 1:-60.30769231 2:-72.49142857 3:0
4 1:-62.15 2:-71.78947368 3:-76.52083333
4 1:-77.33333333 2:-70.27906977 3:-76.18181818
1 1:-73.56756757 2:-47.12820513 3:-68.3125
1 1:-73.48275862 2:-56.86956522 3:-74.83333333
1 1:-73.33658537 2:-59.78640777 3:-71.69
2 1:0 2:-86 3:-53.10574018
1 1:-75.25925926 2:-52.91666667 3:-79.60869565
1 1:-78.375 2:-58.39240506 3:-76.10958904
3 1:-64.36363636 2:-72.26666667 3:-83.66666667
2 1:0 2:-82 3:-58.4
2 1:0 2:0 3:-46
3 1:0 2:-60.44444444 3:0
3 1:-62 2:-72 3:0
1 1:-80.3 2:-58.16666667 3:-79.66666667
3 1:-65.40740741 2:-76.90909091 3:-80.22222222
2 1:0 2:-82 3:0
4 1:-68.64206642 2:-78.6875 3:-82
2 1:0 2:0 3:-48
3 1:-60.33333333 2:-74.11764706 3:-79.33333333
3 1:-63.40740741 2:-72.06451613 3:0
3 1:-55.66972477 2:-69.65714286 3:0
1 1:-69.84827586 2:-37.16083916 3:-79.16491228
1 1:-68.02608696 2:-51.79245283 3:-77.29677419
4 1:-74 2:-82 3:0
3 1:-52.4437299 2:-57.90134529 3:0
1 1:-67.75 2:-58 3:-78.33333333
3 1:-57 2:-68.08979592 3:-79.52529183
3 1:-57 2:-75.5 3:0
3 1:-59 2:-64 3:0
3 1:-58.51612903 2:-60.74074074 3:-83.55555556
1 1:-74.0969697 2:-52.8372093 3:-77.47528517
2 1:0 2:-82 3:-63.40153453
1 1:-66.5 2:-53.625 3:-83.45454545
3 1:-62.17142857 2:-67.5 3:-80
1 1:-74.61538462 2:-53.43243243 3:-77.25384615
2 1:0 2:-75.4 3:-52.14285714
1 1:-78 2:-56.6 3:-78.41791045
1 1:-71.88 2:-52.90776699 3:-75.78552279
2 1:0 2:-88 3:-52
3 1:-65.6 2:-72 3:0
3 1:-66 2:0 3:0
1 1:-74.125 2:-56 3:-67.5
2 1:0 2:-78.76923077 3:-58
1 1:-82.28571429 2:-58.4279476 3:-80.54662379
1 1:-64.83116883 2:-41.36283186 3:-69.07272727
2 1:0 2:-80 3:0
3 1:-49.80645161 2:-68.35294118 3:0
1 1:0 2:-59.75 3:-72
1 1:-74.57142857 2:-58.66666667 3:-69.73333333
3 1:-55.15837104 2:-64.64473684 3:-81.07051282
1 1:-86 2:0 3:-86
1 1:-71.94444444 2:-45.94594595 3:-77.91666667
1 1:-81.71428571 2:-61.64705882 3:-81.33333333
3 1:-62.70722433 2:-75.425 3:-84
3 1:0 2:0 3:-83.2
3 1:-64.4 2:-60 3:-84
1 1:-67.68 2:-50.92857143 3:-74.71794872
3 1:-50.74766355 2:-58.56470588 3:-83
3 1:0 2:-62.44444444 3:-88
2 1:-81 2:0 3:-51
1 1:-80.90909091 2:-56.6 3:-78.77777778
1 1:-80 2:-56.92307692 3:0
1 1:-75.5 2:-34 3:-79
2 1:0 2:-82 3:-56
3 1:-50 2:-68 3:-86
3 1:-56.4 2:-60.66666667 3:0
3 1:-57.875 2:-75.14285714 3:0
1 1:-68.8447205 2:-45.55857385 3:-81.552
2 1:0 2:-76 3:-48
3 1:-63.69230769 2:-71 3:0
3 1:-53.66666667 2:0 3:0
2 1:-86 2:-80 3:-46
1 1:-65.85185185 2:-45.18274112 3:-78.72874494
2 1:0 2:-76.85714286 3:-43.05853256
4 1:-70.59090909 2:-73.92105263 3:-81.02040816
2 1:-86 2:-77.01408451 3:-42.46608947
2 1:-84 2:-84 3:0
2 1:-86 2:-81.5 3:-69.6
3 1:-55.37142857 2:-77.11392405 3:0
3 1:-57.43859649 2:-65.31707317 3:-79.33333333
2 1:0 2:0 3:-45.6
3 1:-57 2:-72 3:0
3 1:-60 2:-70 3:0
4 1:-80.76923077 2:-72.61471861 3:-72.76666667
3 1:-58.5 2:-74 3:0
3 1:-58.92307692 2:-74.22222222 3:0
1 1:-75.49152542 2:-55.69105691 3:-80
1 1:-65.73846154 2:-50.04137931 3:-77.72868217
3 1:-61 2:-69.2 3:0
2 1:0 2:0 3:-46
2 1:0 2:-77.73584906 3:-51.68791209
2 1:-82 2:0 3:-46
1 1:-73.66666667 2:-45.62616822 3:-73.66321244
3 1:-56.94736842 2:-73.8 3:0
1 1:-73.23076923 2:-59.09589041 3:-74
3 1:-60.54054054 2:-65.1 3:-82.09090909
3 1:-58.66666667 2:0 3:-88
2 1:0 2:0 3:-46.66666667
2 1:0 2:-72.25 3:-54.24376731
2 1:0 2:0 3:-51
1 1:-68 2:-46.16666667 3:-76
1 1:-73.28421053 2:-58.203125 3:-84.3231441
2 1:0 2:-76 3:0
4 1:-63 2:-73.33333333 3:0
3 1:-57.3452381 2:-74 3:0
1 1:-82.3 2:-58.6 3:-82.72
4 1:-82 2:-71.82312925 3:-73.14285714
1 1:-72.76470588 2:-46.13919414 3:-69.12916667
1 1:-82.54 2:-61.75193798 3:-84.12464589
3 1:-58.15384615 2:-74.10526316 3:0
4 1:-66 2:-79.26666667 3:-72.61538462
2 1:0 2:-74.28571429 3:-50
1 1:-73.5 2:-50.08 3:-77.2173913
2 1:0 2:-79.2 3:-55.42618849
2 1:0 2:-79.38888889 3:-57.77173913
2 1:-78 2:-80 3:-41.95454545
1 1:-71.66666667 2:-51.63636364 3:-77.27272727
2 1:0 2:0 3:-52
3 1:-60.10526316 2:-75.39534884 3:-84
3 1:-51.5 2:0 3:0
4 1:-72.5648855 2:-74.87058824 3:-72.91056911
3 1:-57.33333333 2:-74.88888889 3:0
1 1:-77.05882353 2:-60.62068966 3:-81.63636364
4 1:0 2:0 3:-80.66666667
1 1:-75.4375 2:-56.28125 3:-79.74712644
1 1:-72.47058824 2:-44.60264901 3:-80.11009174
2 1:0 2:0 3:-55.5
3 1:-62 2:-71 3:-84
1 1:-71.33333333 2:-53.15254237 3:-78.08
2 1:0 2:-84 3:-48
4 1:-69.37662338 2:-71.81039755 3:-75.61290323
2 1:0 2:-76.4 3:-40.64516129
4 1:0 2:-72 3:-84
3 1:-53.09375 2:-64.23423423 3:-81.41538462
1 1:-66.1147541 2:-44.98958333 3:-82.02222222
4 1:-67.51282051 2:-75 3:-82.4
3 1:-59.35483871 2:-64.24 3:-78.92307692
2 1:-87 2:0 3:-48
3 1:0 2:-66.34042553 3:0
2 1:-86 2:-74 3:-47.71428571
2 1:0 2:-82.33333333 3:-72
1 1:-71.14285714 2:-47.96969697 3:-78.64678899
3 1:-58.4 2:-61.2 3:0
2 1:0 2:-72.5 3:-57.56608479
3 1:-57.5 2:-74.66666667 3:0
1 1:-67.14920635 2:-55.22352941 3:-77.17424242
3 1:-58.36363636 2:-73.42857143 3:0
2 1:0 2:-76 3:-51
3 1:-55.01754386 2:-60.67605634 3:-82.61538462
4 1:-75.6 2:-63.50769231 3:-79.28767123
2 1:0 2:-82 3:-63.81757508
3 1:-56.82894737 2:-66.48780488 3:-82.68292683
2 1:0 2:-79.5 3:-56
1 1:0 2:-62 3:-81.66666667
1 1:-72 2:-59.125 3:-80
3 1:0 2:-75.72368421 3:-82
3 1:-71.39130435 2:-83.70909091 3:0
2 1:-86 2:-86 3:-56.89361702
2 1:-84 2:-71.74137931 3:-53.60598897
1 1:-74.16666667 2:-59.97590361 3:-79.04761905
3 1:-56.82539683 2:-68.95964126 3:-82.64516129
3 1:-56 2:-67.7979798 3:-79.63414634
2 1:-86 2:-72 3:-50
2 1:0 2:-78 3:-42.80425532
2 1:0 2:-76 3:-62.82352941
1 1:-85.53333333 2:-56.17105263 3:-83.60356347
3 1:-60.66666667 2:0 3:0
1 1:-72.125 2:-54.68852459 3:-79.40740741
1 1:-76.875 2:-68 3:-76.7
1 1:-67.41597796 2:-47.92971246 3:-79.92
2 1:-84 2:-86 3:0
1 1:-73.83050847 2:-58.64573991 3:-80.72897196
2 1:-84 2:-78 3:-56.68
3 1:-57.41935484 2:-66.3254818 3:-79.61676647
3 1:-56 2:-66.6 3:0
1 1:-77.472 2:-51.37931034 3:-79.63414634
2 1:-88 2:0 3:-48
1 1:0 2:0 3:-82
1 1:-63.78313253 2:-49.06521739 3:-69.35652174
1 1:-75.95061728 2:-58.79646018 3:-79.4375
3 1:0 2:-73 3:0
3 1:0 2:-63 3:-84
1 1:-82.4 2:-56.125 3:-82.57142857
1 1:-66.09090909 2:-35.96551724 3:-76.07792208
1 1:-76.30769231 2:-66.1 3:-75.85671642
1 1:-66 2:-84 3:-74
3 1:-63.47619048 2:-67.9047619 3:-86.08510638
3 1:0 2:-74 3:0
2 1:0 2:0 3:-46
3 1:-56 2:0 3:0
3 1:-63.375 2:-73 3:0
3 1:-68 2:-78 3:0
1 1:-73.45714286 2:-49.01477833 3:-81.95238095
3 1:-60.80898876 2:-60 3:0
3 1:-59 2:-66 3:0
1 1:-73 2:-50.5 3:-80
3 1:-55.95620438 2:-65.50753769 3:-78.42857143
3 1:-60 2:0 3:0
3 1:-59.33333333 2:-73.77777778 3:0
2 1:0 2:0 3:-56
3 1:-65 2:-67 3:0
2 1:0 2:-79 3:-53
1 1:-64 2:-84 3:-74
3 1:-55.35483871 2:-67.61643836 3:-82.28235294
1 1:-76.22727273 2:-61.77777778 3:-80
3 1:-55.71428571 2:-58 3:0
2 1:-53.33333333 2:0 3:-66
3 1:-53.78571429 2:-65.91067961 3:-82.58730159
3 1:-61.90163934 2:-74.925 3:0
3 1:-52 2:-60.66666667 3:-88
3 1:-59.33333333 2:-67.86538462 3:0
3 1:-67.83783784 2:-73.14285714 3:0
3 1:-56.46728972 2:-73.71875 3:0
1 1:-67.2 2:-60.44776119 3:-76.07084469
3 1:-60.33333333 2:-66.94117647 3:-82
3 1:-56.83333333 2:-66.92307692 3:-78.28571429
3 1:-70.51282051 2:-84.44067797 3:0
1 1:-68.91428571 2:-43.12290503 3:-74.0304878
1 1:-67.85507246 2:-56.52027027 3:-83.16491228
3 1:-58 2:-65 3:0
3 1:-57.53271028 2:-69.75 3:0
2 1:0 2:-86.28571429 3:-61
3 1:-66.80392157 2:-73.85046729 3:-84.89655172
3 1:-86 2:0 3:0
4 1:0 2:-84 3:0
2 1:0 2:-72.04958678 3:-52.69230769
3 1:-58.8 2:-73.33333333 3:0
3 1:-60 2:0 3:0
1 1:-72.76855895 2:-49.98322851 3:-72.27184466
1 1:-70 2:-56 3:0
1 1:-70.02409639 2:-63.04081633 3:-80.21276596
3 1:-55.86666667 2:0 3:0
1 1:-71.68085106 2:-53.15270936 3:-75.05205479
2 1:0 2:0 3:-53
1 1:-73.92405063 2:-50.9044586 3:-77.34104046
2 1:0 2:0 3:-30
3 1:-58 2:-72 3:0
2 1:0 2:-76.66666667 3:0
2 1:0 2:0 3:-48.625
3 1:-56.74626866 2:-61.56989247 3:-84.8
2 1:0 2:0 3:-59.5
1 1:-77.86206897 2:-62.30769231 3:-84.14285714
3 1:-54 2:-58.66666667 3:0
1 1:-66.92857143 2:-57.80952381 3:-74
2 1:0 2:-79.33333333 3:-49.6
4 1:-78.18181818 2:-82.30769231 3:-82
2 1:-86.8 2:0 3:-50
2 1:0 2:0 3:-44.66666667
1 1:-70.85714286 2:0 3:-80.8
1 1:-71.38461538 2:-44.14814815 3:-70.25974026
4 1:-70.5 2:-82 3:-82
4 1:-64.34848485 2:-80 3:0
3 1:-59.44827586 2:-67.90243902 3:0
2 1:-84 2:-84 3:-58
3 1:-43 2:-64.27272727 3:0
1 1:-67.57575758 2:-48.46445498 3:-74.10738255
1 1:-77.5 2:-62 3:-79.6
3 1:-57.73333333 2:-74.57142857 3:0
2 1:0 2:0 3:-59.27272727
2 1:0 2:0 3:-76
1 1:-66 2:-47.6 3:-75.94382022
3 1:-58.34782609 2:-75.17647059 3:-88
4 1:-68.26153846 2:-74.47272727 3:-74
2 1:-80 2:-76 3:-51.22137405
3 1:-57 2:-64 3:0
3 1:-53.33333333 2:-59.33333333 3:0
3 1:-62 2:-69 3:0
3 1:-51.66153846 2:-70.78688525 3:-86
2 1:0 2:0 3:-56
1 1:-66.5 2:-52.03658537 3:-75.88837209
3 1:-58.52631579 2:-74.4 3:0
2 1:-84 2:-84 3:-55.45454545
4 1:-68 2:-71.87234043 3:-76.28
2 1:-82 2:-70.33333333 3:-43.21428571
1 1:-67.8 2:-50.35164835 3:-82
4 1:-76 2:-82 3:-71.6
1 1:-79 2:-55.90697674 3:-79.4
1 1:-78 2:-54.57142857 3:-83
3 1:-53.94029851 2:-57.90625 3:0
1 1:-65.2 2:-49 3:-74
1 1:-83.23636364 2:-56.16 3:-81.91585761
1 1:-78.15789474 2:-55.97260274 3:-77.5625
3 1:-55.63636364 2:-62.27692308 3:-81.55489614
4 1:-70.72727273 2:-80.48979592 3:-82.05
2 1:0 2:-86 3:0
1 1:-69.5 2:-55 3:-66.63636364
1 1:-79.48387097 2:-55.15789474 3:-77.42857143
3 1:-60.30769231 2:-58.73684211 3:-86
3 1:-54 2:-74 3:0
3 1:-56.6 2:-71.66222222 3:0
1 1:-85.07692308 2:-53.62637363 3:-83.24914676
1 1:-82.48387097 2:-54.36781609 3:-84.01315789
3 1:0 2:-60.66666667 3:-86
4 1:-74.33333333 2:-81.80769231 3:-83.5
3 1:-64.57142857 2:-73.54545455 3:-89
1 1:-73.27272727 2:-54.85365854 3:-68.75661376
1 1:-73.53333333 2:-47.32738095 3:-72.87528345
2 1:0 2:0 3:-62
1 1:-69.28502415 2:-41.42382271 3:-79.41843972
4 1:-66.70666667 2:-82 3:-72.6007326
3 1:-57.42857143 2:-75 3:0
3 1:0 2:-60.58823529 3:0
3 1:0 2:-64 3:0
2 1:-83.5 2:0 3:-55
1 1:-74 2:-55.28571429 3:-82.22222222
1 1:-65.26190476 2:-50.30810811 3:-72.18414322
4 1:-72.18666667 2:-72.18994413 3:-80.66666667
2 1:0 2:-74.34285714 3:-60.97640653
2 1:0 2:0 3:-54
2 1:-86 2:-85.41176471 3:-60.82460137
1 1:-71.22222222 2:-55.23809524 3:-79.23809524
4 1:-68.8 2:-77.75 3:-82.66666667
3 1:-55.87969925 2:-61.86206897 3:-80.62251656
1 1:-80.22222222 2:-59.33333333 3:-84
1 1:-65.86046512 2:-47.02723735 3:-80.84076433
4 1:-68.25 2:-74.75 3:-82.8
2 1:0 2:-88 3:-57.25
1 1:-70.89361702 2:-46.50666667 3:-83.1409396
1 1:-71.85321101 2:-47.18918919 3:-77.41714286
1 1:-76.33333333 2:-54.38461538 3:-77
2 1:0 2:-86 3:0
1 1:-66.8 2:-50.44444444 3:-82.75
2 1:0 2:-86 3:0
3 1:0 2:0 3:-84
2 1:-84 2:-79 3:-56
3 1:-58.5 2:-74 3:-84
3 1:-57.19047619 2:-66.68852459 3:-82.57301294
2 1:-84 2:-72.54545455 3:-52.78331822
1 1:-64.66666667 2:-47.33333333 3:-76
2 1:0 2:-81 3:-44.4
3 1:-58.25714286 2:-65.55555556 3:-84.10526316
1 1:-68.23636364 2:-50 3:-74.47798742
3 1:0 2:-72.72340426 3:-82
1 1:-67.28638498 2:-39.66801619 3:-77.69444444
1 1:-83.98 2:-52.47555556 3:-81.7003367
4 1:-60.53658537 2:-72.03187251 3:-78.4742268
3 1:-60.66666667 2:-70.66666667 3:0
1 1:-76.31578947 2:-62.60606061 3:-77.88235294
3 1:-60.10695187 2:-74.33333333 3:0
3 1:0 2:-66 3:-84
1 1:-80 2:-54.13043478 3:-77.16723549
1 1:-75.57894737 2:-63.71428571 3:-80.4
3 1:-60 2:-74 3:0
4 1:-62.50963597 2:-75.90374332 3:-74.27272727
3 1:-59 2:-68.85714286 3:0
3 1:-56 2:0 3:0
3 1:-54 2:-72.3 3:0
4 1:-72.96296296 2:-80 3:-86
2 1:-78 2:-80 3:-42.4032634
4 1:-65.25 2:-77.07692308 3:-79.47368421
4 1:-76.26470588 2:-68.12075472 3:-67.6322314
3 1:-56.5 2:-70 3:0
3 1:-56.4 2:-62.8 3:-86
2 1:0 2:-85 3:-49.8
2 1:0 2:-79.66666667 3:0
2 1:-82 2:-78.4 3:-56.38914027
3 1:-52.85714286 2:-59.01785714 3:0
1 1:-68 2:0 3:0
2 1:0 2:0 3:-50.85714286
3 1:-58.39215686 2:-71 3:0
3 1:-55.77777778 2:-73 3:0
3 1:-60.7804878 2:-72.77777778 3:0
1 1:-81.41666667 2:-56.5210728 3:-82.59701493
3 1:-58.36363636 2:-72.13333333 3:0
1 1:-83 2:-55.6 3:-78
1 1:-84.4137931 2:-53.60479042 3:-81.20265781
2 1:0 2:-74.83333333 3:-47
1 1:-73.53424658 2:-34.58552632 3:-75.48108108
3 1:-56 2:0 3:0
3 1:-58.66666667 2:-73.6 3:0
2 1:0 2:0 3:-60
3 1:-60.4375 2:-60.13333333 3:-88
1 1:-65.71428571 2:-54.61538462 3:-75
3 1:-52 2:0 3:0
3 1:0 2:-69 3:0
3 1:-57.57446809 2:-66.24489796 3:-76
2 1:0 2:-83.5 3:-52
1 1:0 2:-56.92307692 3:-70
4 1:0 2:-74.93333333 3:-79.6
2 1:-81 2:-79.42857143 3:0
1 1:-66.90909091 2:-48.33333333 3:-74.4
1 1:-74.34782609 2:-57.35238095 3:-78.17777778
2 1:0 2:0 3:-58.37640449
2 1:-90 2:0 3:0
3 1:-57.2 2:-69.41666667 3:-82
2 1:0 2:0 3:-51.5
2 1:-86 2:-82 3:-50.5
1 1:-69.39393939 2:-53.28 3:-80.26086957
3 1:-57.33333333 2:-58 3:0
3 1:-59.33333333 2:-62 3:0
3 1:-52.12962963 2:-58.75 3:0
2 1:0 2:-78 3:-44
2 1:0 2:-76 3:-44
3 1:-53.67272727 2:-70.37719298 3:-81.85446985
3 1:-57.89115646 2:-69.55980861 3:-83.375
3 1:-49.53333333 2:-68 3:0
1 1:-72.78740157 2:-60.07017544 3:-69.92857143
2 1:0 2:-76.43636364 3:-52.47592593
4 1:-74.7027027 2:-80 3:0
3 1:-55.6 2:-73 3:0
1 1:-72.95454545 2:-55.94771242 3:-67.2392638
3 1:-58.4 2:-72.66666667 3:0
2 1:0 2:0 3:-59.33333333
3 1:-54.39130435 2:-59.925 3:-82.625
1 1:-72.71794872 2:-55.69105691 3:-74.65777778
3 1:-51.70967742 2:0 3:0
2 1:0 2:-84 3:-56
1 1:-67.16129032 2:-51.86666667 3:-72.36363636
1 1:-70.66666667 2:-57.02439024 3:-77
2 1:0 2:-85.66666667 3:-54.10810811
3 1:-62.5 2:-69.42857143 3:0
2 1:0 2:-76 3:-48.25
2 1:0 2:-74 3:-48
1 1:-73.07692308 2:-60.07843137 3:-79.61904762
2 1:-84 2:-82 3:0
3 1:-63.14893617 2:-77.64516129 3:-85.63265306
3 1:0 2:-67.77777778 3:-82
1 1:-73.83333333 2:0 3:-78.5
3 1:-61 2:-78 3:0
3 1:-55.16981132 2:-67.14285714 3:-77.81132075
1 1:-76.46153846 2:-60.7804878 3:-77.4
3 1:-54.87686567 2:-71.31932773 3:-85.69811321
3 1:-56 2:-66 3:0
2 1:0 2:0 3:-47
2 1:0 2:-78 3:-58.4
2 1:0 2:-79.75 3:-53.84810127
3 1:0 2:-65.06666667 3:0
3 1:-50.84593838 2:-62.6754386 3:0
2 1:0 2:-69 3:-49.33333333
3 1:-56 2:0 3:-82
2 1:0 2:0 3:-44
1 1:-74.57142857 2:-58 3:0
2 1:0 2:-78 3:-46
3 1:0 2:-69.91304348 3:0
3 1:-58.44444444 2:-74.73684211 3:0
1 1:-69.33333333 2:-48.37037037 3:-77.05084746
3 1:-53.50943396 2:-63.51428571 3:0
3 1:-62.66666667 2:-76 3:0
1 1:-65.81818182 2:-47.96190476 3:-73.952
2 1:0 2:0 3:-71
3 1:-58 2:-73.14285714 3:0
1 1:-73.45454545 2:-54.56842105 3:-84.66666667
2 1:0 2:-85 3:-44.8
2 1:0 2:-73.71428571 3:-48.5
2 1:0 2:0 3:-45
2 1:0 2:-79.33333333 3:-50
3 1:0 2:-74.49438202 3:-86.5
3 1:-52.47222222 2:-59.48148148 3:0
2 1:-84 2:-78.16346154 3:-59.26760563
3 1:-58 2:-73.81818182 3:0
2 1:0 2:0 3:-48
4 1:-77.83333333 2:0 3:0
1 1:-74.83333333 2:-53.08520179 3:-80.08219178
1 1:-72.17142857 2:-62.63157895 3:-67.33333333
1 1:-78.45454545 2:-59 3:-78.15384615
3 1:-59.2 2:-74 3:0
1 1:-73.85365854 2:-54.29213483 3:-82.66666667
4 1:-65.70588235 2:-77.02068966 3:-83.33333333
3 1:-64.66666667 2:-72.84210526 3:-85
1 1:-73.38983051 2:-49.80099502 3:-72.91363636
1 1:-71.33333333 2:-58.66666667 3:0
3 1:-61.59090909 2:-74.87179487 3:0
3 1:0 2:-62.18181818 3:0
1 1:-77 2:-63.87096774 3:-81.78409091
1 1:-65.75 2:-49.2 3:-74
3 1:0 2:-64.54545455 3:-82
1 1:-68.15384615 2:-50 3:-81.33333333
2 1:0 2:-72 3:-44
1 1:-72 2:-47.9047619 3:-71.69230769
1 1:-72.09090909 2:-50.14492754 3:-80.76923077
3 1:-60 2:0 3:0
2 1:0 2:0 3:-54
2 1:-86 2:0 3:-62
3 1:-53.6 2:-68.66666667 3:0
3 1:-63.24324324 2:-73.37037037 3:-85
2 1:0 2:0 3:-54.33333333
2 1:0 2:0 3:-58
3 1:-61.33333333 2:-60.16 3:-84
3 1:-50.94117647 2:-64.42798354 3:-78.8974359
1 1:-80.58823529 2:-55.92 3:-82.21052632
1 1:-66 2:-50 3:-76
3 1:-64 2:-78 3:0
1 1:-73.6 2:-64.61538462 3:-79
1 1:-69.46153846 2:-54.07207207 3:-75.91666667
1 1:-75.09803922 2:-42.85714286 3:-80.48275862
3 1:-52.07692308 2:-60.34285714 3:0
1 1:-65.09677419 2:-47.11450382 3:-69.46478873
2 1:0 2:0 3:-54.85714286
1 1:-82.75949367 2:-57.93333333 3:-82.37555887
3 1:-57 2:-72.8 3:0
1 1:-81.46666667 2:-55.42028986 3:-78.14925373
2 1:0 2:0 3:-53
3 1:-56.13114754 2:-67.8627451 3:-83.63800905
1 1:-78.88333333 2:-51.36492891 3:-76.83848797
1 1:-80.20689655 2:-51.50617284 3:-77.45695364
2 1:-78 2:-79.84 3:-42.05569206
1 1:-78.30188679 2:-54.24390244 3:-77.92982456
1 1:-78.98814229 2:-53.8245614 3:-79.9375
1 1:-72.1 2:-58.66666667 3:-78.5
1 1:-77.14285714 2:-59.33333333 3:-80.26666667
2 1:0 2:-86 3:-58
1 1:-81 2:-54 3:-77.66666667
1 1:-72.43925234 2:-45.47851003 3:-78.25766871
2 1:0 2:0 3:-43.71428571
3 1:-60.2 2:-72 3:0
1 1:-79.33333333 2:-66.82352941 3:-79.5
1 1:-76.09580838 2:-57.47647059 3:-77.48743719
3 1:-56.26086957 2:-65.71727749 3:-80.05504587
1 1:-77.96774194 2:-64.54716981 3:-84
2 1:0 2:-86 3:-54
4 1:-76 2:-80.33333333 3:-70
3 1:-56.25 2:-62.33333333 3:-84
3 1:-55.36764706 2:-62.83333333 3:-82.3968254
1 1:-64 2:-62.44444444 3:-80
2 1:0 2:-73.03636364 3:-53.54126474
3 1:-57.74193548 2:-65.29824561 3:-76
1 1:-71.76744186 2:-52.73170732 3:-78.62365591
3 1:0 2:-66.58823529 3:0
4 1:-71.52941176 2:-79.19553073 3:-80
4 1:-62.5 2:-79.6 3:-84
2 1:0 2:-76.57142857 3:-54.5
1 1:-78 2:-49.1 3:-79.44444444
3 1:-59.50943396 2:-72.55263158 3:0
2 1:-84 2:-74.4952381 3:-53.65951359
3 1:-50 2:-68.66666667 3:-84
3 1:0 2:-72 3:0
2 1:-84 2:-85.9375 3:-50
4 1:-71.36363636 2:-77.23809524 3:-78.42490842
1 1:-63.79310345 2:-51.02564103 3:-67.42857143
4 1:-70.85714286 2:-73.36842105 3:-79.33333333
3 1:-56.22988506 2:-66.39259259 3:-82.07804878
1 1:-68.60606061 2:-47.025 3:-77.97701149
3 1:-52 2:-62 3:-83.5
2 1:0 2:0 3:-54
1 1:-80.06451613 2:-65.28571429 3:-78.57142857
3 1:-60.88888889 2:-70.58536585 3:0
3 1:-57 2:-74.75 3:0
1 1:-67.74019608 2:-52.95867769 3:-75.14808044
3 1:-58 2:0 3:0
4 1:-70.18181818 2:-79.14285714 3:0
2 1:-86 2:0 3:-49
3 1:-61 2:0 3:0
3 1:-54.8 2:-60.77419355 3:-82
1 1:-66.42857143 2:-48.10135135 3:-73
2 1:-86 2:-86 3:-45.36037234
1 1:-66.66666667 2:-45.69230769 3:-72.4375
1 1:-73.65765766 2:-45.20754717 3:-78.31205674
2 1:0 2:0 3:-47.33333333
3 1:-66.32727273 2:-74.37908497 3:-81.86440678
3 1:-61 2:-69.6 3:0
1 1:-80.5 2:-57 3:-81
2 1:-90 2:0 3:-55
1 1:-73.77777778 2:-50 3:-78.57142857
1 1:-76.24 2:-52.34604106 3:-78.91752577
1 1:-74 2:-47.64705882 3:-77.5
1 1:-69.92307692 2:-44.1 3:-63.41666667
1 1:-71.04 2:-58.68235294 3:-76.05524862
3 1:-50.55102041 2:-65.43859649 3:-82.56923077
2 1:-53.15083799 2:-68.69333333 3:-79.24590164
2 1:-84 2:0 3:-34
2 1:0 2:0 3:-50.5
4 1:-62.76422764 2:-76.57692308 3:-82.2
3 1:-55 2:-63.2 3:0
3 1:0 2:-69 3:0
3 1:-57.875 2:-72.66666667 3:0
1 1:-82.73684211 2:-60.1509434 3:-83.85714286
1 1:-75.5 2:-55.14285714 3:-70.54545455
1 1:-76 2:-55.74358974 3:-77.58695652
1 1:-65.89312977 2:-53.33333333 3:-67.10204082
3 1:-57.75 2:-62 3:0
3 1:-53.89814815 2:-67.34677419 3:-85
3 1:-68.46153846 2:-71.93333333 3:-86
2 1:0 2:0 3:-53
1 1:-71.52 2:-53.16097561 3:-83.24324324
2 1:0 2:-76 3:0
2 1:0 2:0 3:-54.8
3 1:0 2:-60 3:0
3 1:-56.91113892 2:-58.18426104 3:0
